motif_id,title,description
m116a,Ungrateful son reproved by naive actions of own son,"When an aged father is banned from the table and served his meals in a wooden cup by his son and his daughter-in-law, the little grandson starts to build a similar cup for his parents to use when they grow old. Thereupon the couple starts to reflect on their undignified behavior. Thinking of their own old age, they bring the old father back to the family table (previously type 980B). A son gives his father half a blanket (carpet, cape, cloth) to keep warm. Thereupon the little grandson keeps the other half of the blanket and explains that he will save it for his parents for when they are old (previously type 980A.). An aged father is abandoned by his son in the wilderness (abyss) in a cart (sledge, basket). The grandson keeps it in order to use it in the same way for his parents when they have grown old. They reflect on their behavior. (previously type 980C). The ungrateful son drags his old father out of the house. At the threshold the father says, ""Do not drag me further; I dragged my own father only this far!"". The son reflects on his bad behavior"
m116b,Monster who pursues people and a wise old man,Monster pursues people who must run away to escape from it. An old man gives advice to a young man how to kill it from an ambush
m117,Head under wing,"Fox or other predator asks a bird what does it do when the wind blows. When the bird demonstrates how it puts its head under its wing, the fox kills it"
m118,Source of values is destroyed imprudently,"Person or animal uses values that are inside of an animal, a tree, a rock or other enclosure. Another person or animal tries to do the same but destroys source of values, blocks access to it or makes it too dangerous"
m118a,Forty thieves and jars with oil,"Chief of thieves brings his men into some people’s yard hiding them in empty jars, casks, etc. The plan to kill members of the household at night. A girl (a young woman; rare: somebody else from the family) gets to know about the danger and kills the thieves one by one (usually pouring boiling water into the jars)"
m118b,Repository inside a cow,"Penetrating into an animal, a person or other animal gets food without injuring the animal itself"
m119,Demonstrated many times,"Trickster suggests to be a nurse or a shepherd, kills and eats children or animals, demonstrates to the parent (the owner) one and the same child or animal as many times as was their number in the beginning"
m11a,Fish extracted from body,Person serves people fish extracted from her or his own body
m11b,Meat extracted from body,A woman serves a man a good meat cut from her own body and does not do it anymore when the man got to know about the source of the meat
m11c,Gets lard from his body,"A male person cuts or roasts his own body to extract meat, lard or blood, cooks it and serves to his guest without injuring himself. Such a food is not considered to be unclean"
m12,The unlucky hunter,"Not to return home empty-handed, a hunter or (rare) a fisherman cuts off a piece of flesh from his body (usually from his calf) or (more rare) extracts his blood or entrails. Usually he brings his flesh or blood to other people pretending that is a good game or fish; or a woman cuts off a piece of flesh from her calf to feed her husband"
m120,Cannibal baby-sitter,Animal person promises to take care of another animal's children but do not fulfill obligations and usually eats the young ones
m120a,Cannibal mourner,"Somebody dies, animal person suggests to be a mourner, eats the corpse"
m120b,Baby-sitter with a nice voice,"Being in search of a baby-sitter (mourner, shepherd, etc.) person rejects those whose voice does not like. The one chosen by him or her has a nice voice but later eats up the baby (the deceased, sheep, etc.)"
m120c,Shared children,Two animals agree to care for their children together. The stronger one devours the children of the weaker one and pretends to be angry when the latter asks whose were the lost children
m121,Louse as a spy,"Louse or other tiny creature (flee, tuck) is sent to spy on a person"
m122,Advisers inside,"In a difficult situation animal person asks for advice his tail, anus or some beings that are inside him (excrements, parasites, his ""sisters"", etc.)"
m123,Raven marries goose,"A bird of prey or a carrion-eater (raven, owl, hawk; coyote) marries or tries to marry goose-person or other water bird. This marriage is not realized or is a short one"
m123a,Three-toed foot,"Raven marries or tries to marry a girl pretending to be handsome chief. They notice that somebody is eating carrion. Usually when everybody have to take off there footgear, raven's three-toes feet are exposed. He is driven away or runs away being ashamed"
m123b,Trickster tied to a boat,"A man gets a woman thanks to a trick, carries her away in his canoe. She asks permission to go to shore to relieve herself, runs away"
m123c,Unlucky flight with migratory birds,A bird-person who usually does not fly away in the autumn makes attempt to fly with migratory birds but is unable to reach destination
m123d,Raven the filth-eater,Raven is going to marry a girl but is rejected after they see that he eats filth
m124,A bull’s tail,"Person buries a tail or head of a bull or other domestic animal with a tail or horns outside. He explains that the animal sank into the ground and usually asks the others to pull the tail (horns). When they are “torn off”, he tells that people are guilty of the animal being lost"
m125,Eating his own eyes,Person lies to another that he is eating his eyes. The companion agrees to be blinded. The first person extracts one of companion’s eye but gives him to eat something delicious instead. The companion believes that his eyes are good to eat and agrees to be deprived of another eye too
m126,The speaking skull,"Person comes across speaking head, skull or tortoise and tells others about his experience. When the information is controlled, the skull keeps silence and the man is punished as a liar"
m127,Lost tail of the fox,"Person has a narrow escape and loses his tail (ear). To make himself unrecognizable among other animals of his species or other people of his group, he tricks them to lose their tails (ears) too"
m127a,The quail makes the fox laugh,"Trickster animal asks a bird to make him laugh. The bird sits on the head of a woman (child, cow, etc.), other person tries to kill the bird, hits the wife (breaks cow's horn, etc.). Or the bird distracts person attention to let the trickster steal the person’s food"
m127b,A jug as a trap,"Animal person attaches a vessel or its part to his body, puts it into the water, the vessel is heavy and drags him into the water"
m127c,Frightened without reason,An animal person mistakes an object abandoned by chance or intentionally for an evidence of a danger and behaves inadequately
m128,Speckled animals,Hero comes to an agreement with antagonist that he can take animals of particular color. He gets to change color of the animals and takes all or most of them
m129,Lost primogeniture,"Father or mother is going to give primogeniture to the son he or she has chosen. Another son comes in disguise of the chosen one, receives primogeniture"
m13,God grants requests to his visitors,Some persons ask the supreme deity (usually coming to him) to fulfill their demands. The deity does it according to the letter and not to the spirit of the demand
m130,Fox and bird in one hole,Fox and bird hide from a hunter together in one and the same hole. The bird makes believe he is dead and escapes (with the fox or alone)
m130a,Bird helps animal to escape from snare,A predator animal lures a herbivorous animal into the hunter's trap and hopes to feast on its entrails. A bird advices the herbivorous animal to sham dead and helps him to escape
m130b,Traitor killed instead of a victim,A herbivorous animal gets into hunter's trap. A predator animal refuses to free his companion because he hopes to feast on entrails. A bird makes the herbivorous animal free. The hunter tries to kill the bird but hits the predator instead
m130c,The mouse and the lion (the help of the weak),"When a lion (tiger, elephant) gets into a trap, a mouse (rat) makes him free (usually bites through the ropes)"
m131,Biting tree-root,"A stronger (animal)-person gets to seize a leg or tail of a weaker one. To get free the weaker one pretends that his pursuer got hold of a tree root, and the pursuer lets his enemy free"
m132,Ears as sandals,"Enemy is ready to cease person who asks him first to throw away his clothes and shoes and exposes his ears. The enemy takes him by ears and throws away, the person escapes"
m132a,"Ears, not horns",Predator animal believes that an ungulate has dangerous horns and then understands that these are but ears
m133,Wind saves situation,"Cumulative tale: a small bird cuts itself with a sharp blade of grass or a thorn and asks the others to punish the plant. Everyone finds an excuse why they cannot do anything (sheep, wolves, boys, etc.). The last one is the wind, it blows making all other persons act"
m134,A tower of wolves,"Animals stand one on another making a tower. When the lowermost moves, the tower collapses"
m134a,Blowing the house in,Predator animal/ogre blows and destroys a fragile house but cannot destroy a strong one. Usually two or three weak personages build three houses only one of which is strong enough.
m134b,Wolf measured by tailor,"When a predator is going to eat a man, the latter asks permission first to measure him and beats with his (feigned) measuring tool"
m134c,The wolf overeats in the cellar,"The wolf or other wild animal gets into the cellar (storehouse, vineyard, etc.) and eats so much that cannot leave"
m135,Wolf and two rams,"Two ungulate animals (rams, bull, etc.) run from the opposite directions and butt the wolf killing or injuring him"
m135a,Wolf regrets for being so stupid,"Wolf (rare: jackal, fox) comes to different domestic animals to eat them but agrees to fulfill their demands. As a result he remains hungry and usually beaten and accuses himself that his ways were so stupid (“Am I a mollah to read?”)"
m136,Sickle as an unknown beast,"Grain is harvested with inappropriate tools. Seeing sickle for the first time, people take it for a dangerous animal"
m136a,Sunlight carried in a bag,"Fools carry sunlight (darkness, smoke) in bags, sieves, etc. and carry it into the room or out of it"
m136b,Cutting off the branch,"Man sitting on branch of a tree cuts it off and similar variants (man climbs a rope and cuts it off; men cut a tree and climb on it to fell it; man climbs with difficulty on a dead branch of a tree, which breaks off)"
m136c,The man takes seriously the prediction of death,A passer-by tells a numskull that he will dies when his donkey breaks wind three times or the like. The prophesied event occurs and the fool thinks he is dead
m136d,The air castles,"A person plans to turn his (future) possessions into a great wealth (milk, eggs, small money, animal to be killed, etc.) but imagining this wealth, he destroys what he already has (eggs are broken, the animal runs away, etc.). Or two persons are involved into quarrel about possessions that they do not yet have"
m137,The wolf imitates the lion,"The stronger predator demonstrates the weaker one the right way to behave before attacking the game.. The weaker one does the same (eyes are bloody, hindquarters trembling, etc.) but instead of killing a herbivorous animal is usually killed himself"
m138,Human and animal life spans are readjusted,God originally gives 20 or 30 years to everybody. Some animals refuse some of their years because of their sufferings. Man wants to have more years and takes them from the animals
m139,The released birds,"Fox catches birds, puts them into a bag and goes away for a moment. Another animal-person opens the bag and puts thorns instead of the birds"
m13a,Transformed into stone,God agrees or suggests to fulfill a demand of a man. As a result the latter is transformed into a stone
m140,The theft of fish,"Trickster pretends to be dead, sick or weak and is picked up by those who carry something edible in a cart (sledge, boat, bag, etc.). The trickster secretly eats the food, often after throwing it out of the cart (sledge, etc.)"
m140a,The fox ties his companion,"The fox lives with an old man or the wolf, ties him by deception and runs away"
m140b,The wolf decorates a bird,"The fox by deception ties the wolf. Released by a bird, the wolf decorates its plumage"
m141,Animals in a pit,"Several different animals get into a pit (well) and cannot climb out from it, They eat each other up until only one (usually the fox) is left and escapes from the pit"
m141a,And the Mouse? For us he is nobody,In an assembly of different animals one of them speaks bad about the weakest one and the latter is eaten up. The episode repeats with ever bigger animal being killed.
m141b,The animals flee in fear of the end of the world,"A small bird or animal (chicken, cat, mouse, etc.) takes a trivial event (a leaf or an acorn falls, etc.) for a catastrophe (a war, the end of the world, the fall of the sky, etc.) and flees. Other animals share its fear and go along with it."
m142,Fox blames his tail,Fox blames his tail for being useless when escaping from the pursuers (usually he punishes his tail and gets killed himself as a result)
m143,Fox in a well,Getting into a well or pit and being unable to climb out animal person tricks another to descend and thanks to this gets out while the second person remains below
m144,The wasp nest as king’s drum,"One animal person gets to convince another that dangerous or disgusting objects are attractive and delicious (a wasp nest is a drum, a snake is a girdle, a heap of dung is a delicacy, etc.)"
m144a,Burning thatch on the back of a tiger,A trickster person or animal asks a big and dangerous animal (tiger or elephant) to carry some thatch and puts it on fire. After this the same trickster or other animal gives the victim advice to run not to river but up the slope
m145,The lion in a well,"A weak animal person demonstrates a strong one his reflection in water. The latter believes that an animal like he contests his supremacy, invites him for a visit, etc., usually jumps in and drowns"
m146,The fox gets bait from trap by luring wolf into it,An animal knows that food is in a trap or poisoned and tricks another to take it
m147,The fox runs in front of the tiger,"The weak animal tells the strong one that all the other are afraid of him, the weak one. To prove it, the weak one walks in front of the strong one and the latter believes that forest dwellers run away seeing not him but the weak one"
m147a,Foxes will meet at the bazaar,"When foxes (wolves) meet and dogs begin to chase them, one of the foxes says that their next meeting will be at the bazaar where pelts are sold"
m147b,The fox rids himself of fleas,"To get rid of fleas, the fox (jackal) takes a bunch of moss (hay, grass) in his mouth and immerses himself in water. Fleas, in order not to drown, move closer and closer to her head, and then fall on moss or hay. The fox leaves a bundle in the water and comes ashore"
m148,Agrees to be eaten up,"One animal person persuades another to agree to be eaten up, usually promising a reward after the resurrection. The fool agrees and is eaten up"
m149,Tell them that I am a stump,"Strong antagonist is going to kill the hero (a person or a weak animal). Another person or animal pretends not to know about the situation and tells that the antagonist is in search to be killed. The hero is saved. Usually the latter asks the man not to give him out and answer that it is a stump, a log and the like near him. This opens possibility to treat the antagonist as a corresponding object (to cut it with an axe, to tie up, etc.)"
m149a,Treaty with the tiger,"A man, light-mindedly or against his own wish, makes an agreement with a dangerous predator. He does not want (cannot) keep it or breaks it and the predator is going to kill him but the man remains alive"
m149b,Dogs inside,A man tells that there are dangerous animals inside him (or in a box he has) that can come out. A predator who was going to eat the man up (or to bite him) believes him and runs away
m14a,Roasted alive,"To revenge on his wife and her kinsfolk, a man roasts her alive"
m15,Tied to a tree,A girl or young woman is tied to the top of a tree or impaled on the sharpened top of a tree and abandoned by a man. Somebody (usually her brothers) attempt to save her
m150,The deceitful herdsman`,An animal person becomes a herdsman but eats the entrusted animals up
m151,"Hello, house!","Dangerous animal pretends to be an inanimate object, dead or absent. The potential victim sais aloud that the real dead (object, place) has to act in a particular way or to say particular words. The animal does accordingly betraying himself."
m152,Why only one wolf?,"Deceived by a weak person, a predator animal or an ogre is frightened and runs away. Another animal is eager to explain his mistake and leads him back. The weak one repeats former trick or pretends to be angry: why the animal (ogre) brought to him is lean (small; only one instead of several, etc.). The predator (ogre) again runs away"
m152a,Animal tied to another for safety,"A stronger and a weaker predator animals (ogre and an animal) tie together for safety. When the stronger one runs away, he drags the weaker one along with him"
m152b,Brave donkey and cowardly lion,"Getting to see a donkey (horse, deer) for the first time, a strong predator thinks that this animal is dangerous. His further interpretation of the herbivorous’ behavior supports this impression"
m152c,The donkey and the lion crossing a river,"A weak companion of a big predator pretends to be strong and brave. Almost drowned сrossing a river and saved by the predator, he pretends to be angry (“Because of you I let a fish go”, etc.)"
m152d,Whose voice is louder (the elephant and the tiger),The elephant and the tiger (lion) make a competition (usually argue whose voice is louder). The tiger wins and is going to eat the elephant. A small trickster animal saves the elephant
m153,Letter on the hoof,"The wolf (lion, etc.) is going to eat a horse (mule, etc.). The horse asks him to look at his hoof (for different reasons) or eat him from his hindquarters forward; then he kicks him"
m153a,The washed pig,The predator wants to eat a person or animal; the victim asks for a favor to let him first wash himself and escapes
m153b,Wolf rides a horse,"Wolf is killed or injured when he accepts a suggestion of the horse (donkey, etc.) to ride it"
m154,The animal language and the stubborn wife,"A man obtains knowledge of animal languages but if he reveals the secret, he must die. Once he hears animals talking and laughs. His wife thinks that he laughs at her or at her mother. The man is ready to open his secret and either does it and dies or hears how animals (usually a cock) blame him for being so foolish. So he keeps his secret."
m154a,A donkey induces overworked ox to feign sickness,"One of domestic animals induces another who is overworked to feign sickness. When the next day he must do the work of the “sick” one, he persuades him to stop being ill"
m154b,The man who does his wife's work,Husband remains home instead of his wife (rare: son instead of his mother) but does everything wrong so as he suffers a series of accidents
m155,Sleeping parent covered with a cloak,A man or a woman falls asleep in the nude or pretends to do so. Only one of his or her children covers him or her with a cloak and is considered to be the most noble
m156,The ungrateful one returned to captivity,An (animal) person saves a dangerous animal from a snare or the like. The saved one is going to kill his savior but the third person saves the second (usually tricks the first one to captivity again)
m157,Impossible giving birth,Person claims that a man or a male animal had given birth (or is menstruating) or that a female gave birth to a young of another species or that a woman gave birth to an animal
m157a1,Father is giving birth,Person proves the absurdity of the claims of another person saying that his or her father (or other man or a male animal) had given or is giving birth or is menstruating
m157a2,Bull or cart give birth,"Person claims that a calf (colt, kid, etc.) was born not by the cow (mare, etc.) of another person but by his own bull (stallion, etc.) or inanimate object (usually a cart)"
m157a3,To milk a bull,Person demands from the other to bring him an offspring or milk of a male animal
m157a4,To fish on a hill,"Person demonstrates the absurdity of the claims of another person saying that he (or somebody else) was fishing on a hill, putting out a fire spilling straw, looking how the fish fly etc. or he is imitating such an activity. Either the place chosen for the activity or the means are irrational"
m157a5,The golden mortar,"A man finds a mortar (rare a bell, etc.) of gold (rare: of marble, etc.) and brings it to a powerful person. The latter is not thankful at all but orders the man to bring a pestle too (the bell’s clapper, etc.)"
m157b,To take the one thing she holds dearest,Husband casts his wife out but allows her to take the one thing she holds dearest. She takes her sleeping or drunk husband with her and thus moves him to forgive her
m157c,You are hens and I am the cock,"To put a person into an awkward position, others demonstrate chicken eggs that they prepared beforehand. Having no egg with him, the person says that he is the only cock while all the others are hens"
m158,Tops or buts,"Two animals (an animal and a person, an ogre and a person, etc.) agree to divide a crop in such a way that one would take what is above the ground and another what is beneath ground. One of them (several times makes a wrong choice (takes turnip tops and wheat roots)"
m159,The lion’s share,"The strongest predator (usually a lion) and two other animals hunt together. One shares the booty and is killed or badly injured by the strongest one. When the third one becomes to share, he gives everything to the strongest one and explains that the injured one taught him the right way of sharing"
m16,Ugly or sick becomes healthy and handsome,"A kinfolk (often his mother) or wife (bride) of a sick (ugly, old) man or boy do not care for him. He becomes healthy (and handsome), punishes and/or abandons those who were evil with him"
m160,Unkind words are more painful than wound,"A strong predator animal and a man become friends. The animal hears how the man or his wife complains about him (e.g. criticizes the bad smell of his mouth) and asks the man to strike him with an axe, knife and the like. Later he comes to demonstrate his healed wound and explains that the physical wound can be healed unlike the psychological one. Or the animal dies because of his wounded feelings as soon as he understands that the man betrayed him"
m161,A dog in the bag,Person gives another (often a fox) a bag putting inside a dog instead of food; or he makes free a girl who was kept in the bag and replaces her with a dog. The dog attacks the one who opened the bag
m162,Eats his own innards,Person pretends to eat his own innards or flesh and persuades the other to do the same. Other believes and kills themselves
m162a,Cuts off his genitals,Person pretends to eat his own genitals. Another one believes him and cuts off his genitals
m162b,Sour sap into the bear’s eyes,Person makes believe to rub sour berries into his eyes. Another (always a bear) suggests to rub the same sap into his eyes and is blinded. The person kills him
m163,The precious cat,Person gets to a country where rats or mice are a plague and receives a fortune selling a cat
m164,All tracks going into the den and none coming out,Animal person refuses to enter the den of a strong predator seeing that all tracks go into it but none come out
m164a,Stinking mouth of the lion,"The lion asks animals does his mouth stink (or his den dirty) and kills both those who answer, Yes, and flatterers who answer, No. The smart one tells that he has the sniffles and is unable to answer"
m165,Fur coat for the wolf,One animal person promises to sew a fur coat (or boots) for another and asks to bring him ever more sheep. He eats the meat and sews nothing
m166,Piece among animals,"To lure his potential victim down from a tree, a predator pretends not to be dangerous (usually announces that it has been decreed that all animals are united in piece). The victim is dubious and usually asks the predator to announce the same news to the dogs. The predator runs away"
m167,A tiger taken for a bull,"During the night a strong predator (a tiger, a lion, etc.) and a thief not knowing about each other get into stable to steal a domestic animal. The thief takes the predator for domestic animal or for a person and acts accordingly"
m167a,The tiger who is afraid of Twilight,"A strong predator (usually a tiger) overhears a person saying that he fears something worse than a tiger The word is unknown to the tiger (twilight, etc). Thinking it must be a terrible thing he hides and then runs away"
m168,More cowardly than the hare,"The hare is in despair because he is afraid of all creatures but is delighted when he sees other animals (sheep, frogs, dusks) being afraid of him"
m168a,The master taken seriously,"An animal or a bird who makes use of a peasant’s property (lives in his field) does it till the very moment when the danger becomes critical. Usually a mother fox or bird does not command her children to leave a field (vineyard) until the master himself (and not his sons, farmhands, etc.) comes to cut the vines or to harvest the field"
m168b,A crooked stick,"Птице или человеку, который становится птицей, дано задание принести палку не прямую и не кривую. Эта птица до сих пор ее ищет"
m169,Medicine for the sick lion,In the presence of powerful person one of his subjects is plotting against the other. The other answers that the problem can be resolved if the first one would be maimed (usually a part of his body used as a medicine). The schemer is killed or injured
m16a,Diving bird’s medicine,A supernatural helper (usually a loon) makes a blind man to regain his eyesight diving with him into water
m17,Woman lies that man missed,"A blind man or lad kills an animal. His wife or (grand)mother lies that he has missed, cooks and eats all the meat alone"
m170,Pilgrimage of the animals,"Animal person pretends to confess his sins (to make a pilgrimage, to become vegetarian) and kills those who have believed him"
m170a,Sinful camel and pure wolf,A predator sais that a herbivorous is a great sinner and must be eaten up
m171,The profitable exchange: from a pea to a horse,"Person or animal stays for a night and the next morning declares that his possessions (which value is none or negligible) are lost. Or other persons whom the trickster meets really use or spoil objects that the trickster gives them. Every time he receives in compensation objects or animals with ever bigger value, the last acquisition usually being a costly animal or a girl. (All texts with motifs M171A and M171C contain also the motif M171)"
m171a,The profitable exchange: gets a bride,Person or animal gets to exchange less valuable goods for ever more valuable and ultimately gets a girl (a youth)
m171b,Shoulder-blade with no meat,"Person pretends that he has not a bare should-blade but a good piece of meat, asks people to cook it and then blames them for stealing the meat"
m171c,In exchange for a thorn,Somebody pulls out a thorn from a person’s body and throws it away or slightly injures the person. As a result the person is compensated with something more valuable than the thorn
m171d,The profitable exchange: gets a drum,Animal person gets to exchange less valuable goods for ever more valuable and ultimately gets a drum
m172,The hare makes the lion his horse,"To demonstrate that a strong animal is his slave or his riding animal, a weak animal tricks the strong one to carry him. People believe that the strong one is really a slave of the weak one"
m173,Pretending dead several times,"An animal person pretends to be dead and lies down on a road in front of a traveler who carries something valuable. The traveler passes by but returns to pick up the animal when he sees another one, i.e. the same trickster who ran ahead. The trickster steals the possessions that the traveler abandoned for a time"
m173a,The thief drops matched objects,"The thief drops first one, then the other, of a pair of matched objects (shoes, boots, sword and sheath, knife and folk) in the road. A person passes by the first object but, when he sees the second, he goes back for the first, leaving the animal (or other possessions) behind. The thief takes the animal"
m174,Eats from behind,A week animal person immobilizing a strong one becomes to eat him from behind and refuses to come to the head where the stronger one can still bite him; or is waiting till the strong animal dies
m175,A dead lion behind the hyena,"Seeing a dead lion (or other big predator) behind him, the hyena thinks that the lion is alive and runs away in panic"
m176,A test: to jump across a brook,"(Animal) persons agree to jump across a brook or streamlet, to cross it walking along a log, a rope and the like. One or all of them fall down"
m177,But he had no heart at all,A weak predator eats part of a body of a killed animal and explain to the strong one that this animal did not have such a part at all
m178,The lying goat,"A man sends others one after the other to pasture the goat. Back home, the goat always complains it did not get anything to eat. The man angrily sends away or kills his shepherds (who usually are his family members). When he himself pastures the goat he realizes that it lies. He is going to kill the goat, usually skins it, but it escapes"
m179,A house of bark and a house of ice,"Two animal persons live nearby, the house of one of them is destroyed, he asks another to let him in and usually drives the host out of his house. Strong animals are afraid of the intruder but a weak or small one succeeds to return the house to its original owner"
m179a,The owner driven out of his house,Using a trick the intruder occupies other person’s house and refuses to let the owner in
m179b,Guest makes the house unfit for its owner,"One animal person asks another (or a man) for a temporal refuge (because of rain, cold, approaching hunter, etc.). Soon he makes the life difficult for the owner. Usually when the owner reproves him, the intruder shows him the way out since he is unhappy where he is"
m18,Stolen arrows and hooks,"Person transforms himself into an object of hunting or fishing and provokes hunters of fishermen to catch or shoot him. Arrows, darts, a harpoon stick in his body, he carries them away or he bites off and carries away a fishing hook. Or he fishes by way of turning himself into a hook. Another or (rare) the same person tries to repeat the trick but suffers a reverse (usually is fished out)"
m180,Fox and crane invite each other,An animal person invites another and serves his food in such a way that he is unable to taste it. Then the other invites the first animal and puts him in similar situation
m180a,The unwashed monkey,An animal person invites another but asks him to wash his hands or feet before dinner. This proves to be impossible and the hungry guest goes away
m181,Two companions go to a feast,Two animal persons are invited to a feast. Both along the way and at the place of destination one deceives another
m181a,Fire at the sunset,"Person believes that unachievable natural phenomena are objects of culture. Usually he agrees to bring a the fire mistaking for it a sunset, a firefly, etc."
m181b,How spider became to live under the roof,"Story about trickster Spider ends with his transformation into the spider who lives under the roof, in dark nooks, etc."
m182,The tarbaby,"To catch a thief, a deceiver, the owner of property puts a sticky figure to which the thief sticks (usually mistaken it for alive being and usually touching it with all his body members in succession)"
m182a,Wild animals stick to horse,"Person smears with pitch a domestic animal (a stuffed animal, an object); wild animals or demons stick to it"
m182a1,Captured wild animals ransom themselves,A man catches several wild animals but lets them go after they promise to bring him something valuable or to help him. The animals fulfill their promise
m182b,The wild animals on the sleigh,"Wild animals ride on a sleigh, which breaks. To repair it the animals bring unsatisfactory material from the forest. When the sleigh owner goes for good material they eat the horse (or the bull) and build a dummy to replace it"
m183,A race: one against many,"Many animals of one species that all look identical together fulfill the task that would be impossible for any of them if he were alone; the competitors believe that the task was fulfilled by only one animal. Usually a slow and a fast animals agree to race. The slow one puts other animals of his species at the finish or along the distance, each one answering the fast one that he is ahead of him. The fast one accepts his loss"
m184,The slow one is ahead of the sleeping one,A slow and a fast animals agree to race. The fast one is sure that he will win and is not in a hurry at all while the slow one is moving persistently to his aim and wins
m185,On the tail of the fast one (animals),A slow and a fast animals (or not flying bird) agree to race. The slow one imperceptibly sticks to the fast one’s body (or to a vehicle) and getting to the finish pretends to come there simultaneously with the fast one or before him
m185a,On the tail of the winner (all versions),"Birds, animals or fish compete as about who is the fastest or can fly higher than others. A weak one imperceptible sticks to the body of the fastest or strongest and wins"
m186,Race competition: a fish and an animal,"An animal (fox, wolf, leopard) runs along the shore while a fish (burbot, goby) swims in the water. The animal calls him and every time hears his voice from ahead. (Usually the fish puts other fish along the distance but in the Negidal version the competition motif is absent)"
m187,Snail is a participant of the race,Snail is a participant of the race and wins
m188,The painted jackal,Animal person is highly respected by others after he changes his looks by chance; is smeared with a paint or gets a necklace-like object around his neck which he is unable to pull off
m188a,Jackal the king,Animal person claims to be the king (usually sitting on a garbage heap). One of the animals unmasks him
m189,To thread a spiral shell,"To thread a spiral shell (a stone with tiny opening, a horn, etc.) person ties the thread to an ant and lets it go through the opening"
m18a,Getting arrows,"Person turns into a fish or game and exposes himself as a target. A lot of arrows, darts or harpoons stick in his body making him no harm, he carries them away"
m18b,Getting fishing hook or harpoon,Person turns into a fish to steal fishing hook or harpoon or he turns into fishing hook to catch a fish
m19,The bait-person,Person ties another one (usually a child) to a fishing line to use him as a bait or orders the tied one to catch fish with his hands
m190,The beaver and the porcupine,The beaver ferries the porcupine and usually throws him into water or abandons on an island
m191,Cat and wild animals,"The fox (dog, squirrel) lives with the cat and poses him as a strong and dangerous animal. The wild predator animals are scared and bring him meat"
m191a,Belling the cat,"The mice decide to tie a bell on the cat, so they can hear when the cat comes. Usually they cannot find anyone to tie it on her"
m192,Trapped in the animal hide,An animal or person who crawled into a fresh carcass or put on a fresh animal skin cannot free himself when the carcass or the skin becomes dry. He gets free when the skin becomes soft again or somebody tears it open
m192a,The dried up straps,Animal person agrees to put on a fresh skin of another animal or to be tied up with raw straps. The skin or straps inflict sufferings (usually after they become dry)
m193,Flight inside pumpkin,"To pass unnoticed dangerous animals on his or her way back, person crawls into a gourd, a big cattle, etc. and is rolling inside it along the road, or he walks transforming his appearance in a bizarre way"
m194,Traveler’s possessions divided,"Several animals get objects possessed by a person. Dividing their booty, one animal takes all the food for himself giving the others objects that can be used only by people. Animals that received them suffer or die"
m195,Two horses: which is older?,Person should guess which of two horses is older. He does it considering peculiarities of the habits of horses
m195a,Which end of a stick is a butt?,Person should guess which end of a planed stick or log was nearer to the butt
m195b,The three dolls,"Person inserts a spike (thread, wire, etc.) into the ear of every of the three dolls (skulls). Each time the result is different, the spike comes out of another ear, out of the mouth (or does not enter the ear at all), remains inside the doll. The dolls represent different sorts of men. One is inattentive and superfluous, another cannot keep secrets or does not hear what he is told, the last one is wise."
m196,The silence wager,A man and his wife make a wager: Whoever speaks first must do certain trivial work or get a bigger portion of some simple food. They or one of them continue to keep silence even being exposed to violence or taken by others as the dead
m196a,Corpses that became to speak,"Making a wager because of a trivial thing, spouses (or only one of them) lie without movement and are taken for dead. People bury them but at the last moment they become to speak, people run in panic"
m197,The effectiveness of fire,"Seriously or demonstrating absurdity of the situation, a person tries to cook something using a fire (a source of light) that is far away from the object to be cooked"
m197a,The pot has a child and dies,"A borrower returns a cattle (pot) together with a small one, claiming that the cattle gave birth to a child. He borrows the pot again but does not return it, claiming that the pot dies"
m197b,The neighing stallions and the mares who foaled,"A powerful man claims that after his stallions neighed his neighbor’s mares foaled, that all foals in his land are born by his mare, etc. A youth comes to kill dogs of the man because they did not drive wolves in due time (because they scared game, etc.). The dogs were far away from the place of the event and the man recognizes that his trick failed"
m197c,Sham physician: using the flea powder,"A huckster sells powder that he guarantees will kill fleas (rats, etc.). When someone asks how to use it, he relies that one has to catch the flea, hold its mouth (eyes) open and put powder in it. When the customer says that it would be easier simply to crush, the seller agrees with him"
m197d,The shortened stick,A judge gives sticks to all the suspects in a court case and tells them that the guilty one’s stick will grow during the night. The guilty man cuts a bit off his stick and thus is discovered
m197e,Wife as an unknown animal,"A man demonstrates to a devil (dangerous animal) his wife (rare: grandfather) who is covered with tar (honey) and feathers, moves on her hands and knees with her buttocks as the head, etc. Because the devil cannot understand what an animal it is, he loses a contest, is scared, etc."
m197f,Why hair of head is gray before the beard,A man answers the question why the hair of his head is gray (white) and the hair of his beard is black. “The hair of the head is twenty years older than the beard”
m198,Wise brothers (the king is bastard),"When three brothers are Invited to khan (judge, king, etc.) and served delicious food, they claim that the food and drink have a taste (smell) of a corpse, dog, goat etc. and their host is of a low descent or a bastard. Investigation confirms that their deduction was correct"
m198a,Wise brothers (the strayed camel),"Three or four brothers (rare: one man) see the track of a domestic animal and are able to deduce how it looked like (lame, had no tale, carried oil and honey, etc.)"
m198a1,"The eldest: it is round, the middle: it is hard, the youngest: it is a nut!",Three brothers in succession and without obvious reason describe an object or a person which or whom they have never seen
