,group,motif_id
1812703,"Wahki,Ishkashimi,Munji",l81a2
1812735,Yaghnobi,l81a2
1812753,Yogur,l81a2
1812794,Algeria Arabs,l81a3
1812814,Arabs: Libya,l81a3
1813092,Kabyle,l81a3
1813205,Lithuanians,l81a3
1813286,Morocco Arabs,l81a3
1813586,Tunisia Arabs,l81a3
1813695,Abaza (Abazins),l81b
1813743,Armenians,l81b
1813756,"Avar,Andi,Akhvakh",l81b
1813778,Bashkir,l81b
1813844,Chechen,l81b
1814001,Ingush,l81b
1814023,Kalmyk,l81b
1814035,Kara Kalpak,l81b
1814052,Kazakh,l81b
1814243,Nogai,l81b
1814290,Ossetians,l81b
1814343,Romanians,l81b
1814390,"Shughni,Rushani,Khufi,Bartangi",l81b
1814514,Turkmen,l81b
1814520,Tuvinians South Altai,l81b
1814541,Uzbek,l81b
1814547,Volga (Kazan) Tatars,l81b
1814581,Yaghnobi,l81b
1814656,Apinaye,l82
1814764,Chamacoco,l82
1814790,Chorote,l82
1814800,Cofan,l82
1815013,Kraho,l82
1815164,Nivakle,l82
1815261,"Ramkokamekra,Apaniekra",l82
1815265,Rikbaktsa,l82
1815352,"Surui,Zoro,Arua,Cinta Larga",l82
1815420,Trumai,l82
1815480,Warao,l82
1815724,Colorado (Tsachila),l83
1815995,Maidu,l83
1816071,"Napo,Kanelo",l83
1816240,Sicuani,l83
1816275,"Surui,Zoro,Arua,Cinta Larga",l83
1816285,Tacana,l83
1816299,Tariana,l83
1816440,Yaruro,l83
1816476,Ainu,l84
1816597,"Cashinahua,Mayoruna",l84
1816647,Colorado (Tsachila),l84
1816772,Iowa,l84
1816809,"Karina, Galibi",l84
1816994,"Napo,Kanelo",l84
1817058,"Osage, Kansa",l84
1817078,Pawnee,l84
1817111,Rikbaktsa,l84
1817264,Trio,l84
1817319,Waiwai,l84
1817326,Warao,l84
1817389,Abkhaz,l85
1817390,"Abor,Gallong,Tani",l85
1817396,"Adyghe, Kabardin",l85
1817399,Ainu,l85
1817407,Albanians,l85
1817418,Ancient China,l85
1817426,Arabs of Sudan,l85
1817427,Arabs: Egypt,l85
1817429,Arabs: Libya,l85
1817430,"Arabs: Palestine,Syria,Lebanon",l85
1817438,AsiaticEskimo,l85
1817448,"Avar,Andi,Akhvakh",l85
1817456,Baikal Evenki,l85
1817460,"Bali, Lombok",l85
1817470,Bashkir,l85
1817472,Batak; Gayo,l85
1817476,Bella Coola,l85
1817477,"Bemba,Kaonde,Lamba",l85
1817479,"Berber (Morocco,SW Algeria)",l85
1817488,"Bole, Tangale",l85
1817498,Bretagne,l85
1817499,"Bribri,Cabecar",l85
1817504,Bulgarians,l85
1817511,Byelorussians,l85
1817521,Catalonia,l85
1817530,Ceram,l85
1817537,"Chehalis, Cowlitz",l85
1817548,Chinese folklore,l85
1817556,"Chokwe,Luchazi",l85
1817562,Chukchi,l85
1817566,Chuvash,l85
1817575,Cook Islands southern,l85
1817576,Coos,l85
1817582,Croatians,l85
1817591,"Dan,Guro,Mano,Sapa,Ngere",l85
1817604,Dolgan,l85
1817617,Enets,l85
1817621,Evenki of China,l85
1817622,Evens (Lamuts),l85
1817626,Far East Evenki,l85
1817631,Five Nations Iroquois,l85
1817637,French,l85
1817643,Georgians,l85
1817646,"Gogo,Zaramo,Kaguru",l85
1817651,Guajiro,l85
1817657,Haida,l85
1817658,"Halcomelem,Sechelt,Squamish",l85
1817659,Halmahera,l85
1817661,Hanty,l85
1817664,Hausa,l85
1817667,Herrero,l85
1817685,Igbo; Isoko,l85
1817689,Ila,l85
1817690,"India, literary sources",l85
1817691,Ingalik,l85
1817693,Ingush,l85
1817698,Ireland,l85
1817700,Italians (continental),l85
1817702,Japan,l85
1817707,Kabyle,l85
1817712,Kalapuya,l85
1817713,"Kalenjin,Nande,Arusha",l85
1817715,Kalmyk,l85
1817730,Karelians,l85
1817744,Kazakh,l85
1817746,"Kei,Tanimbar,Babar,Watubela",l85
1817756,Khoikhoi,l85
1817768,"Klamath, Modoc",l85
1817769,Kodiak,l85
1817775,Kongo,l85
1817777,Korea,l85
1817783,Kru,l85
1817797,"Lahu,Sani,Hani,Nasu,Jino",l85
1817820,Lithuanians,l85
1817827,"Lozi,Rotse,Lui,Subia",l85
1817828,"Luba,Bena,Tabwa",l85
1817831,"Luri, Bakhtiari",l85
1817832,Lushootseed,l85
1817841,Maidu,l85
1817846,Malagasy,l85
1817847,"Malawi,Wenda,Tumbuka,Nsenga",l85
1817854,"Manden,Bamana,Malinke,Diula",l85
1817856,"Mangbetu,Lugbara,Madi",l85
1817858,Mansi,l85
1817860,Mapuche,l85
1817862,Mari,l85
1817865,Marshal Islands,l85
1817867,Masai,l85
1817873,"Mbundu, Owambo",l85
1817876,"Mende,Bandi,Loma",l85
1817877,Menomini,l85
1817888,Mindanao,l85
1817896,Mongols (Inner Mongolia),l85
1817897,Mongols (Khalkha),l85
1817898,"Monguor,Shirongol",l85
1817903,"Mpongwe,Nkomi,Mindumu",l85
1817910,"Murut,Dusun,Tombonuvo,Bajau",l85
1817916,Nanai,l85
1817921,Negidals,l85
1817926,Ngaju,l85
1817927,Nganasan,l85
1817928,"Ngonde,Safwa.Mkulwe,Kinga",l85
1817929,"Niamwesi,Sumbwa",l85
1817930,"Nias,Simeulue",l85
1817934,Nivkh,l85
1817939,Northern Gur (Oti-Volta),l85
1817940,Northern Luzon,l85
1817948,Northern Sel'kup,l85
1817954,"Numfoor,Warope",l85
1817955,Nunivak,l85
1817957,"Nyaturu,Isanzu,Nilamba",l85
1817963,Oirat,l85
1817979,Oroch,l85
1817982,Ossetians,l85
1817989,"Paiwan,Puyuma,Rukay",l85
1817996,Papago,l85
1818004,Persians,l85
1818006,Pima,l85
1818009,Plains Cree,l85
1818016,Portuguese,l85
1818022,Punjabi,l85
1818032,Reindeer Koryak,l85
1818033,"Rennel,Tikopia,Bellona,Futuna(Erronan)",l85
1818035,Romanians,l85
1818037,Roti,l85
1818039,Russians,l85
1818042,"Rwanda,Shi,Rundi",l85
1818046,Sakata,l85
1818047,Salinan,l85
1818052,Sangir Islands,l85
1818070,Setu,l85
1818077,Shipaya,l85
1818101,Soqotri,l85
1818104,"Sotho, Tswana",l85
1818110,Southern Solomons,l85
1818112,Spanish,l85
1818116,"Sukuma,Gusii,Kumbi",l85
1818143,"Tarahumara,Warihio",l85
1818153,"Tenda, Biafada, Nalu",l85
1818161,Tibetans (U-Tsang),l85
1818168,"Timor,Leti,Lomblen",l85
1818173,Tlingit,l85
1818179,"Tonga, Ndebele",l85
1818181,"Toradja, Mori",l85
1818198,Tundra Nenets,l85
1818201,Tunisia Arabs,l85
1818207,Turks,l85
1818217,Udihe,l85
1818219,Udmurt,l85
1818223,Ukrainians,l85
1818224,"Ulithi, Ngulu",l85
1818233,Uzbek,l85
1818239,Volga (Kazan) Tatars,l85
1818244,Wales,l85
1818255,West Greenland Eskimo,l85
1818258,Western Evenki,l85
1818260,Western Sahaptin,l85
1818262,Western Sami,l85
1818271,Xhosa,l85
1818276,Yakut,l85
1818283,"Yao, Macua",l85
1818287,Yava,l85
1818289,Yellowknife,l85
1818291,Yogur,l85
1818297,Yukaghir,l85
1818304,"Zande,Nzakara",l85
1818308,"Zulu,Swasi",l85
1818349,Arabs of Sudan,l85a
1818350,Arabs: Egypt,l85a
1818352,Arabs: Libya,l85a
1818353,"Arabs: Palestine,Syria,Lebanon",l85a
1818383,"Bali, Lombok",l85a
1818395,Batak; Gayo,l85a
1818402,"Berber (Morocco,SW Algeria)",l85a
1818427,Bulgarians,l85a
1818434,Byelorussians,l85a
1818444,Catalonia,l85a
1818453,Ceram,l85a
1818560,French,l85a
1818572,Greeks (modern),l85a
1818582,Halmahera,l85a
1818613,"India, literary sources",l85a
1818623,Italians (continental),l85a
1818669,"Kei,Tanimbar,Babar,Watubela",l85a
1818700,Korea,l85a
1818751,"Luba,Bena,Tabwa",l85a
1818769,Malagasy,l85a
1818788,Marshal Islands,l85a
1818811,Mindanao,l85a
1818833,"Murut,Dusun,Tombonuvo,Bajau",l85a
1818839,Nanai,l85a
1818849,Ngaju,l85a
1818853,"Nias,Simeulue",l85a
1818877,"Numfoor,Warope",l85a
1818927,Persians,l85a
1818939,Portuguese,l85a
1818945,Punjabi,l85a
1818959,Romansh,l85a
1818960,Roti,l85a
1818975,Sangir Islands,l85a
1819124,Tunisia Arabs,l85a
1819130,Turks,l85a
1819147,"Ulithi, Ngulu",l85a
1819199,Yakut,l85a
1819210,Yava,l85a
1819306,"Bali, Lombok",l85b
1819353,"Burmese,Intha,Arakan",l85b
1819376,Ceram,l85b
1819505,Halmahera,l85b
1819548,Japan,l85b
1819577,Karen,l85b
1819592,"Kei,Tanimbar,Babar,Watubela",l85b
1819739,Mon,l85b
1820229,"Bali, Lombok",l85b1
1820241,Batak; Gayo,l85b1
1820299,Ceram,l85b1
1820372,Dogon,l85b1
1820428,Halmahera,l85b1
1820515,"Kei,Tanimbar,Babar,Watubela",l85b1
1820657,Mindanao,l85b1
1820662,Mon,l85b1
1820679,"Murut,Dusun,Tombonuvo,Bajau",l85b1
1820695,Ngaju,l85b1
1820699,"Nias,Simeulue",l85b1
1820723,"Numfoor,Warope",l85b1
1820806,Roti,l85b1
1820821,Sangir Islands,l85b1
1820904,"Tai,Zhuang,Nung,Kho",l85b1
1820937,"Timor,Leti,Lomblen",l85b1
1821056,Yava,l85b1
1821099,Albanians,l85c
1821140,"Avar,Andi,Akhvakh",l85c
1821190,Bretagne,l85c
1821293,"Dido,Khvarshi,Hunzib",l85c
1821329,French,l85c
1821335,Georgians,l85c
1821385,Ingush,l85c
1821399,Kabyle,l85c
1821632,Northern Luzon,l85c
1821804,Spanish,l85c
1821893,Tunisia Arabs,l85c
1821899,Turks,l85c
1821915,Ukrainians,l85c
1822002,Abaza (Abazins),l85d
1822004,Abkhaz,l85d
1822308,Ingush,l85d
1822345,Karelians,l85d
1822435,Lithuanians,l85d
1822597,Ossetians,l85d
1822978,Assiniboine,l86
1823023,Blackfoot,l86
1823056,Carrier,l86
1823080,Cheyenne,l86
1823100,Chukchi,l86
1823299,Kiowa,l86
1823330,Kutchin,l86
1823397,"Maori,Moriori",l86
1823415,Menomini,l86
1823429,Mocovi,l86
1823480,Northern Ojibwa,l86
1823485,Northern Saulteaux,l86
1823502,Ojibwa (Eastern),l86
1823503,Ojibwa (Western),l86
1823539,Pawnee,l86
1823547,Plains Cree,l86
1823548,Plains Ojibwa,l86
1823598,Sarsi,l86
1823665,Swampy Cree (Western),l86
1823696,Teton,l86
1823708,"Tiwa,Tewa,Towa",l86
1823712,Toba,l86
1823746,Tuscarora,l86
1823798,Western Sahaptin,l86
1823802,Western Wood Cree,l86
1823916,"Baiga,Bhuiya,Bhumiya",l87
1823994,Chamacoco,l87
1824002,Cherokee,l87
1824092,Five Nations Iroquois,l87
1824163,Japan,l87
1824254,Kutenai,l87
1824263,"Lassik,Catho,Mattole",l87
1824302,Maidu,l87
1824366,"Mundari,Ho,Asur,Birhor",l87
1824386,Nez Perce,l87
1824438,Oriya,l87
1824590,Sym Evenki,l87
1824687,"Umpqua,Coquille,Tututni",l87
1824688,Upper Chinook,l87
1824724,"Western Shoshoni,Gosiute",l87
1824728,Wintu,l87
1824781,Aguaruna,l88
1825122,"Katawishi,Manao etc.",l88
1825462,Shipibo-Conibo,l88
1825571,Trio,l88
1825613,Urarina,l88
1825626,Waiwai,l88
1825637,"Wayampi, Emerillon",l88
1825638,"Wayana, Aparai",l88
1825658,Yagua,l88
1825819,Caddo,l89
1825826,Cashibo,l89
1825943,"Fox,Sauk,Kikapoo",l89
1826004,Iranxe,l89
1826018,"Kalapalo, Kuikuro",l89
1826143,Machiguenga,l89
1826184,Menomini,l89
1826240,Nivakle,l89
1826272,Ojibwa (Western),l89
1826396,Sinhalese,l89
1826438,Tacana,l89
1826464,Terena,l89
1826507,Tunica,l89
1826559,"Waura,Mehinaku",l89
1826561,"Wayana, Aparai",l89
1826619,Abkhaz,l90
1826629,Ainu,l90
1826643,"Altai-Kiji, Telengit",l90
1826665,Armenians,l90
1826682,Azerbaijan,l90
1826685,"Baiga,Bhuiya,Bhumiya",l90
1826688,Balahi,l90
1826691,Baluch,l90
1826700,Bashkir,l90
1826708,Bengali,l90
1826739,Buryat,l90
1826741,Byelorussians,l90
1826796,Chuvash,l90
1826850,Estonians,l90
1826873,Georgians,l90
1826900,Highland Tajik,l90
1826920,"India, literary sources",l90
1826945,Kalmyk,l90
1826974,Kazakh,l90
1826981,Khakas,l90
1827016,"Kumandin,Chelkan,Tubalar",l90
1827018,Kumyk,l90
1827029,Laks,l90
1827040,Lepcha,l90
1827126,Mongols (Inner Mongolia),l90
1827127,Mongols (Khalkha),l90
1827130,Mordvins,l90
1827152,Nepali; Tharu,l90
1827164,Nivkh,l90
1827193,Oirat,l90
1827212,Ossetians,l90
1827234,Persians,l90
1827265,Romanians,l90
1827269,Russians,l90
1827284,"Santali,Turi",l90
1827300,Setu,l90
1827323,Slovakians,l90
1827332,Sora,l90
1827367,Tajik,l90
1827436,Turkmen,l90
1827437,Turks,l90
1827441,Tuvinians,l90
1827451,"Ugarit, Phoenicia",l90
1827527,Yukaghir,l90
1827601,"Avar,Andi,Akhvakh",l90a
1827664,Byelorussians,l90a
1827745,Danes,l90a
1827766,"Eastern Sami, incl. Skolts",l90a
1827782,Finns,l90a
1827956,Latvians,l90a
1828165,Poles,l90a
1828192,Russians,l90a
1828246,Slovakians,l90a
1828376,Ukrainians,l90a
1828510,Arikara,l91
1828516,Assiniboine,l91
1828561,Blackfoot,l91
1828659,Crow,l91
1828726,Gros Ventre,l91
1828744,Hidatsa,l91
1828929,Mandan,l91
1829396,Aguaruna,l92
1829412,"Altai-Kiji, Telengit",l92
1829469,Bashkir,l92
1829508,Buryat,l92
1829580,Crimea Tatars,l92
1829594,Darkhad,l92
1829642,Georgians,l92
1829660,Hanty,l92
1829743,Kazakh,l92
1829763,Kirghiz,l92
1829819,Lithuanians,l92
1829821,Lobi,l92
1829857,Mansi,l92
1829861,Mari,l92
1829896,Mongols (Khalkha),l92
1829947,Northern Sel'kup,l92
1829962,Oirat,l92
1830080,"Shuar,Achuar,Huambiza",l92
1830108,Southern Sel'kup,l92
1830210,Tuvinians,l92
1830211,Tuvinians South Altai,l92
1830218,Udmurt,l92
1830231,Uyghur,l92
1830319,Aguaruna,l93
1830335,"Altai-Kiji, Telengit",l93
1830392,Bashkir,l93
1830431,Buryat,l93
1830666,Kazakh,l93
1830742,Lithuanians,l93
1830780,Mansi,l93
1830784,Mari,l93
1830870,Northern Sel'kup,l93
1830885,Oirat,l93
1831003,"Shuar,Achuar,Huambiza",l93
1831007,Sicilia,l93
1831031,Southern Sel'kup,l93
1831133,Tuvinians,l93
1831141,Udmurt,l93
1831154,Uyghur,l93
1831232,Abaza (Abazins),l93a
1831234,Abkhaz,l93a
1831241,"Adyghe, Kabardin",l93a
1831252,Albanians,l93a
1831254,Algeria Arabs,l93a
1831258,"Altai-Kiji, Telengit",l93a
1831269,"Anuak, Shilluk",l93a
1831275,"Arabs: Palestine,Syria,Lebanon",l93a
1831280,Armenians,l93a
1831283,AsiaticEskimo,l93a
1831284,Assamese,l93a
1831293,"Avar,Andi,Akhvakh",l93a
1831297,Azerbaijan,l93a
1831315,Bashkir,l93a
1831316,Basque,l93a
1831323,Bengali,l93a
1831339,Bosnia Muslims,l93a
1831349,Bulgarians,l93a
1831354,Buryat,l93a
1831356,Byelorussians,l93a
1831357,Caddo,l93a
1831366,Catalonia,l93a
1831381,Chechen,l93a
1831407,Chukchi,l93a
1831410,"Chuvans, Markovo",l93a
1831411,Chuvash,l93a
1831426,Crimea Tatars,l93a
1831437,Danes,l93a
1831438,Dards,l93a
1831439,Dargin (Dargwa),l93a
1831440,Darkhad,l93a
1831454,"Dutch, Flemish, Frisians",l93a
1831465,Estonians,l93a
1831474,Finns,l93a
1831477,Flathead,l93a
1831482,French,l93a
1831485,Gagauz,l93a
1831488,Georgians,l93a
1831489,Germans,l93a
1831493,Gondi,l93a
1831509,Hausa,l93a
1831516,"Hindi, Chhattisgarhi",l93a
1831525,Hungarians,l93a
1831538,Ingush,l93a
1831552,Kabyle,l93a
1831559,"Kalispel,Coeur d'Alene",l93a
1831560,Kalmyk,l93a
1831573,"Karachays, Balkar",l93a
1831581,Kashubians,l93a
1831589,Kazakh,l93a
1831593,Kerek,l93a
1831596,Khakas,l93a
1831597,Kharia,l93a
1831609,Kirghiz,l93a
1831617,Komi,l93a
1831619,Konds (Khonds),l93a
1831631,"Kumandin,Chelkan,Tubalar",l93a
1831632,Kumaoni (Central Pahari),l93a
1831633,Kumyk,l93a
1831636,Kurd,l93a
1831644,Laks,l93a
1831648,Latvians,l93a
1831657,"Lezgians,Kiurin; Archin",l93a
1831665,Lithuanians,l93a
1831680,Macedonians,l93a
1831703,Mansi,l93a
1831706,Marathi,l93a
1831707,Mari,l93a
1831708,Maritime Koryak (Alyutor),l93a
1831734,"Mingrelians, Laz",l93a
1831742,Mongols (Khalkha),l93a
1831745,Mordvins,l93a
1831750,"Mundari,Ho,Asur,Birhor",l93a
1831761,Nanai,l93a
1831767,Nepali; Tharu,l93a
1831770,Nez Perce,l93a
1831780,Nogai,l93a
1831782,North Alaskan Inupiat,l93a
1831793,Northern Sel'kup,l93a
1831796,"Norvegians, Faroe islanders",l93a
1831797,Nuba,l93a
1831798,"Nuer,Dinka",l93a
1831808,Oirat,l93a
1831817,Omotic,l93a
1831822,Oriya,l93a
1831827,Ossetians,l93a
1831857,Poles,l93a
1831861,Portuguese,l93a
1831867,Punjabi,l93a
1831880,Romanians,l93a
1831884,Russians,l93a
1831886,"Rutul, Tsahur",l93a
1831890,"Saho, Afar",l93a
1831899,"Santali,Turi",l93a
1831903,"Sardinia, Corsica",l93a
1831904,Sarikoli,l93a
1831907,Scotland,l93a
1831915,Setu,l93a
1831933,Sindhi,l93a
1831934,Sinhalese,l93a
1831954,Southern Sel'kup,l93a
1831957,Spanish,l93a
1831958,St.Lawrence Eskimo,l93a
1831959,Stavropol Turkmen,l93a
1831973,Swedes,l93a
1831975,Tabasaran; Aghul,l93a
1831982,Tajik,l93a
1831985,Tamil,l93a
1831992,Tats,l93a
1832007,Tibetans: Amdo,l93a
1832011,"Tigre, Tigrigna",l93a
1832043,Tundra Nenets,l93a
1832052,Turks,l93a
1832056,Tuvinians,l93a
1832057,Tuvinians South Altai,l93a
1832067,Uilta,l93a
1832068,Ukrainians,l93a
1832072,Upper Chinook,l93a
1832073,"Upper Tanana,Tanacross",l93a
1832077,Uyghur,l93a
1832078,Uzbek,l93a
1832084,Volga (Kazan) Tatars,l93a
1832086,"Wahki,Ishkashimi,Munji",l93a
1832103,Western Evenki,l93a
1832105,Western Sahaptin,l93a
1832107,Western Sami,l93a
1832121,Yakut,l93a
1832133,Yazguliami,l93a
1832220,Azerbaijan,l93b
1832231,"Banhar,Moi,Sedang",l93b
1832237,"Bari, Kakwa",l93b
1832275,"Burmese,Intha,Arakan",l93b
1832359,"Dan,Guro,Mano,Sapa,Ngere",l93b
1832371,Dogon,l93b
1832414,"Gogo,Zaramo,Kaguru",l93b
1832522,Khmer,l93b
1832543,Kongo,l93b
1832545,Korea,l93b
1832641,"Mbundu, Owambo",l93b
1832647,"Meo,Dao,Man (Vietnam,Laos)",l93b
1832665,Mongols (Khalkha),l93b
1832683,"Namuzi, Naxi; Pumi",l93b
1832697,"Niamwesi,Sumbwa",l93b
1832707,Northern Gur (Oti-Volta),l93b
1832745,Oriya,l93b
1832867,Songhai,l93b
1832872,"Sotho, Tswana",l93b
1832884,"Sukuma,Gusii,Kumbi",l93b
1832903,"Tai,Zhuang,Nung,Kho",l93b
1832929,Tibetans (U-Tsang),l93b
1832930,Tibetans: Amdo,l93b
1832939,"Tjam,Ede,Jarai",l93b
1832979,Tuvinians,l93b
1833078,Abaza (Abazins),l94
1833080,Abkhaz,l94
1833087,"Adyghe, Kabardin",l94
1833104,"Altai-Kiji, Telengit",l94
1833118,Arabs: Egypt,l94
1833120,Arabs: Libya,l94
1833121,"Arabs: Palestine,Syria,Lebanon",l94
1833126,Armenians,l94
1833130,Assamese,l94
1833139,"Avar,Andi,Akhvakh",l94
1833143,Azerbaijan,l94
1833146,"Baiga,Bhuiya,Bhumiya",l94
1833147,Baikal Evenki,l94
1833152,Baluch,l94
1833161,Bashkir,l94
1833162,Basque,l94
1833168,"Bemba,Kaonde,Lamba",l94
1833169,Bengali,l94
1833189,Bretagne,l94
1833195,Bulgarians,l94
1833199,Burusho,l94
1833200,Buryat,l94
1833202,Byelorussians,l94
1833212,Catalonia,l94
1833227,Chechen,l94
1833256,"Chuvans, Markovo",l94
1833257,Chuvash,l94
1833272,Crimea Tatars,l94
1833283,Danes,l94
1833285,Dargin (Dargwa),l94
1833295,Dolgan,l94
1833304,"Eastern Sami, incl. Skolts",l94
1833309,England,l94
1833311,Estonians,l94
1833320,Finns,l94
1833328,French,l94
1833329,"Fulbe,Wolof,Serer",l94
1833334,Georgians,l94
1833335,Germans,l94
1833337,"Gogo,Zaramo,Kaguru",l94
1833340,Greeks (modern),l94
1833362,"Hindi, Chhattisgarhi",l94
1833371,Hungarians,l94
1833389,Ireland,l94
1833391,Italians (continental),l94
1833398,Kabyle,l94
1833400,Kafirs,l94
1833418,Kara Kalpak,l94
1833419,"Karachays, Balkar",l94
1833421,Karelians,l94
1833426,Kashmiri,l94
1833427,Kashubians,l94
1833435,Kazakh,l94
1833442,Khakas,l94
1833463,Komi,l94
1833465,Konds (Khonds),l94
1833466,Kongo,l94
1833474,Kru,l94
1833478,Kumaoni (Central Pahari),l94
1833479,Kumyk,l94
1833482,Kurd,l94
1833494,Latvians,l94
1833511,Lithuanians,l94
1833519,"Luba,Bena,Tabwa",l94
1833526,Macedonians,l94
1833538,"Malawi,Wenda,Tumbuka,Nsenga",l94
1833541,Maltese,l94
1833553,Mari,l94
1833554,Maritime Koryak (Alyutor),l94
1833579,Mindanao,l94
1833587,Mongols (Inner Mongolia),l94
1833591,Mordvins,l94
1833607,Nanai,l94
1833619,"Ngonde,Safwa.Mkulwe,Kinga",l94
1833626,Nogai,l94
1833642,"Norvegians, Faroe islanders",l94
1833648,"Nyaturu,Isanzu,Nilamba",l94
1833654,Oirat,l94
1833659,Olcha,l94
1833668,Oriya,l94
1833673,Ossetians,l94
1833703,Poles,l94
1833713,Punjabi,l94
1833726,Romanians,l94
1833727,Romansh,l94
1833730,Russians,l94
1833736,"Saho, Afar",l94
1833741,Sandawe,l94
1833749,"Sardinia, Corsica",l94
1833750,Sarikoli,l94
1833753,Scotland,l94
1833761,Setu,l94
1833771,Shor,l94
1833775,Siberian Tatars,l94
1833780,Sinhalese,l94
1833784,Slovakians,l94
1833785,Slovenians,l94
1833790,Songhai,l94
1833800,Southern Sel'kup,l94
1833803,Spanish,l94
1833815,Svan,l94
1833816,Swahili,l94
1833819,Swedes,l94
1833820,Sym Evenki,l94
1833828,Tajik,l94
1833852,Tibetans (U-Tsang),l94
1833853,Tibetans: Amdo,l94
1833860,"Tiv,Jukun,Mbete,Wute,Ekoi",l94
1833885,"Tsonga,Soli,Sala,Lenje",l94
1833889,Tundra Nenets,l94
1833897,Turkmen,l94
1833898,Turks,l94
1833902,Tuvinians,l94
1833903,Tuvinians South Altai,l94
1833910,Udmurt,l94
1833914,Ukrainians,l94
1833924,Uzbek,l94
1833926,Vepsians,l94
1833930,Volga (Kazan) Tatars,l94
1833932,"Wahki,Ishkashimi,Munji",l94
1833949,Western Evenki,l94
1833953,Western Sami,l94
1833964,Yaghnobi,l94
1833967,Yakut,l94
1833988,Yukaghir,l94
1834084,Bashkir,l94a
1834125,Byelorussians,l94a
1834294,Hungarians,l94a
1834358,Kazakh,l94a
1834434,Lithuanians,l94a
1834476,Mari,l94a
1834477,Maritime Koryak (Alyutor),l94a
1834514,Mordvins,l94a
1834535,Negidals,l94a
1834565,"Norvegians, Faroe islanders",l94a
1834626,Poles,l94a
1834653,Russians,l94a
1834684,Setu,l94a
1834698,Siberian Tatars,l94a
1834723,Southern Sel'kup,l94a
1834743,Sym Evenki,l94a
1834825,Tuvinians,l94a
1834826,Tuvinians South Altai,l94a
1834833,Udmurt,l94a
1834837,Ukrainians,l94a
1834849,Vepsians,l94a
1834853,Volga (Kazan) Tatars,l94a
1834872,Western Evenki,l94a
1834911,Yukaghir,l94a
1834950,"Altai-Kiji, Telengit",l95
1834993,Baikal Evenki,l95
1835007,Bashkir,l95
1835046,Buryat,l95
1835066,Central Yupiq,l95
1835118,Crimea Tatars,l95
1835288,Khakas,l95
1835301,Kirghiz,l95
1835433,Mongols (Inner Mongolia),l95
1835434,Mongols (Khalkha),l95
1835442,"Mundari,Ho,Asur,Birhor",l95
1835500,Oirat,l95
1835541,Persians,l95
1835621,Siberian Tatars,l95
1835666,Sym Evenki,l95
1835699,Tibetans: Amdo,l95
1835713,Tofa,l95
1835735,Tundra Nenets,l95
1835743,Turkmen,l95
1835749,Tuvinians South Altai,l95
1835770,Uzbek,l95
1835930,Bashkir,l95a
1835969,Buryat,l95a
1836204,Kazakh,l95a
1836356,Mongols (Inner Mongolia),l95a
1836395,Nogai,l95a
1836544,Siberian Tatars,l95a
1836574,Stavropol Turkmen,l95a
1836597,Tajik,l95a
1836636,Tofa,l95a
1836671,Tuvinians,l95a
1836672,Tuvinians South Altai,l95a
1836770,Abaza (Abazins),l96
1836772,Abkhaz,l96
1836790,Albanians,l96
1836803,Ancient Greece,l96
1836807,"Anuak, Shilluk",l96
1836810,Arabs: Egypt,l96
1836818,Armenians,l96
1836831,"Avar,Andi,Akhvakh",l96
1836835,Azerbaijan,l96
1836844,Baluch,l96
1836877,Bosnia Muslims,l96
1836881,Bretagne,l96
1836886,Bukhara Arabs,l96
1836887,Bulgarians,l96
1836949,Chuvash,l96
1836964,Crimea Tatars,l96
1836965,Croatians,l96
1836972,Czech,l96
1836975,Danes,l96
1837001,England,l96
1837003,Estonians,l96
1837012,Finns,l96
1837023,Gagauz,l96
1837026,Georgians,l96
1837032,Greeks (modern),l96
1837054,"Hindi, Chhattisgarhi",l96
1837076,Ingush,l96
1837081,Ireland,l96
1837085,Japan,l96
1837110,Kara Kalpak,l96
1837113,Karelians,l96
1837127,Kazakh,l96
1837155,Komi,l96
1837160,Korea,l96
1837174,Kurd,l96
1837180,"Lahu,Sani,Hani,Nasu,Jino",l96
1837203,Lithuanians,l96
1837262,"Meo,Dao,Man (Vietnam,Laos)",l96
1837280,Mongols (Khalkha),l96
1837283,Mordvins,l96
1837284,Morocco Arabs,l96
1837322,Northern Gur (Oti-Volta),l96
1837334,"Norvegians, Faroe islanders",l96
1837365,Ossetians,l96
1837387,Persians,l96
1837395,Poles,l96
1837399,Portuguese,l96
1837418,Romanians,l96
1837419,Romansh,l96
1837422,Russians,l96
1837437,"Santali,Turi",l96
1837442,Sarikoli,l96
1837450,Serbs,l96
1837453,Setu,l96
1837472,Sinhalese,l96
1837476,Slovakians,l96
1837495,Spanish,l96
1837513,Tabasaran; Aghul,l96
1837520,Tajik,l96
1837523,Tamil,l96
1837546,Tibetans: Kham,l96
1837589,Turkmen,l96
1837602,Udmurt,l96
1837606,Ukrainians,l96
1837615,Uyghur,l96
1837616,Uzbek,l96
1837622,Volga (Kazan) Tatars,l96
1837624,"Wahki,Ishkashimi,Munji",l96
1837645,Western Sami,l96
1837671,Yazguliami,l96
1837693,Abaza (Abazins),l96a
1837695,Abkhaz,l96a
1837741,Armenians,l96a
1837754,"Avar,Andi,Akhvakh",l96a
1837758,Azerbaijan,l96a
1837810,Bulgarians,l96a
1837946,Gagauz,l96a
1837949,Georgians,l96a
1837955,Greeks (modern),l96a
1837999,Ingush,l96a
